104512;;;;;;;;;;;;;;нет данных
101566;8;-75;15396133;01.01.2019;04:57;31.12.2018;23:59;893;HCA unit;;0;0;4583;
110538;;;;;;;;;;;;;;нет данных
110898;;;;;;;;;;;;;;нет данных
129291;;;;;;;;;;;;;;нет данных
10004335;7;-57;18493356;23.04.2019;09:26;23.04.2019;09:06;0,422;m^3;;0;0;19337;4335
10004335;7;-58;17003654;13.11.2018;06:54;31.01.2019;23:59;0;m^3;;0;0;15470;4335
20004335;6;-58;18493356;23.04.2019;07:25;23.04.2019;07:05;0,045;m^3;;0;0;19335;4335
20004335;6;-56;17003654;19.10.2018;09:43;31.12.2018;23:59;0;В°C;;0;0;14873;4335
10004609;7;-78;18459560;23.04.2019;09:23;23.04.2019;09:08;10,489;m^3;;0;0;19623;4609
10004609;7;-74;17004166;13.11.2018;02:58;31.01.2019;23:59;0;m^3;;0;0;15752;4609
20004609;6;-80;18493345;23.04.2019;07:23;23.04.2019;07:07;0,991;m^3;;0;0;19621;4609
20004609;6;-77;17004166;19.10.2018;09:43;31.12.2018;23:59;0;В°C;;0;0;15159;4609
105261;;;;;;;;;;;;;;нет данных
106963;8;-76;18459560;23.04.2019;06:51;23.04.2019;05:48;1895;HCA unit;;0;0;6823;
106963;8;-69;15396133;01.01.2019;06:15;31.12.2018;23:59;845;HCA unit;;0;0;4134;
10003693;;;;;;;;;;;;;;нет данных
20003693;6;-47;17003658;12.11.2018;06:40;12.11.2018;06:29;0,006;m^3;;0;0;19310;3693
20003693;6;-64;17003654;19.10.2018;09:43;31.12.2017;23:59;0;В°C;;0;0;18737;3693
106171;8;-65;18493356;23.04.2019;09:27;23.04.2019;08:27;1683;HCA unit;;0;0;6812;
106171;8;-50;15396133;01.01.2019;04:26;31.12.2018;23:59;765;HCA unit;;0;0;4119;
106473;;;;;;;;;;;;;;нет данных
10004166;7;-69;18459560;23.04.2019;09:30;23.04.2019;09:07;1,538;m^3;;0;0;19796;4166
10004166;7;-71;17003658;14.11.2018;06:27;31.01.2019;23:59;0;m^3;;0;0;15953;4166
20004166;6;-67;18459560;23.04.2019;07:29;23.04.2019;07:07;0,552;m^3;;0;0;19794;4166
20004166;6;-85;18493354;22.02.2019;16:33;31.12.2019;23:59;0,424;В°C;;0;0;18363;4166
102588;;;;;;;;;;;;;;нет данных
106407;;;;;;;;;;;;;;нет данных
10004339;7;-53;18459560;23.04.2019;09:32;23.04.2019;09:15;18,926;m^3;;0;0;19336;4339
10004339;7;-59;17003658;13.11.2018;03:03;31.01.2019;23:59;0;m^3;;0;0;15466;4339
20004339;6;-52;18459560;23.04.2019;07:32;23.04.2019;07:14;11,401;m^3;;0;0;19334;4339
20004339;6;-74;17003654;19.10.2018;09:45;31.12.2018;23:59;0;В°C;;0;0;14873;4339
104668;;;;;;;;;;;;;;нет данных
105252;8;-52;18459560;23.04.2019;08:27;23.04.2019;07:30;1218;HCA unit;;0;0;6813;
105252;8;-65;17003654;01.01.2019;07:44;31.12.2018;23:59;565;HCA unit;;0;0;4125;
106194;;;;;;;;;;;;;;нет данных
106340;8;-62;18459560;23.04.2019;09:52;23.04.2019;08:50;1438;HCA unit;;0;0;6815;
106340;8;-59;15396133;01.01.2019;06:56;31.12.2018;23:59;660;HCA unit;;0;0;4124;
10004355;;;;;;;;;;;;;;нет данных
20004355;6;-73;18493356;23.04.2019;10:26;02.11.2018;09:33;0,086;m^3;;0;0;19463;4355
20004355;6;-61;17003654;19.10.2018;09:45;31.12.2018;23:59;0;В°C;;0;0;14998;4355
10004656;;;;;;;;;;;;;;нет данных
20004656;6;-45;18459560;23.04.2019;06:31;02.11.2018;05:38;0,074;m^3;;0;0;19600;4656
20004656;6;-59;17003654;14.01.2019;13:18;31.12.2019;23:59;0,009;В°C;;0;0;17230;4656
104478;8;-75;18493345;19.04.2019;14:03;19.04.2019;13:16;1821;HCA unit;19.04.2019;40;40;7161;
104478;8;-74;17004166;01.01.2019;04:43;31.12.2018;23:59;809;HCA unit;;0;0;4560;
111323;8;-64;17004166;29.10.2018;06:17;29.10.2018;05:20;0;HCA unit;;0;0;3026;
111323;8;-68;17003658;09.08.2018;19:55;31.12.2016;23:59;0;HCA unit;;0;0;1095;
111342;8;-64;17003658;29.10.2018;07:16;29.10.2018;06:11;0;HCA unit;;0;0;3027;
111342;8;-69;17003658;09.08.2018;22:23;31.12.2016;23:59;0;HCA unit;;0;0;1098;
111360;8;-81;18493354;19.04.2019;14:09;19.04.2019;13:10;1447;HCA unit;19.04.2019;40;40;7160;
111360;8;-87;17004166;01.01.2019;06:40;31.12.2018;23:59;677;HCA unit;;0;0;4561;
10004277;;;;;;;;;;;;;;нет данных
20004277;6;-63;17003658;12.11.2018;06:43;12.11.2018;06:33;0,006;m^3;;0;0;15686;4277
20004277;6;-90;17003654;19.10.2018;09:47;31.12.2018;23:59;0;В°C;;0;0;15113;4277
10004447;;;;;;;;;;;;;;нет данных
20004447;6;-65;17004166;12.11.2018;06:45;12.11.2018;06:32;0,006;m^3;;0;0;15684;4447
20004447;6;-62;17004166;19.10.2018;09:47;31.12.2018;23:59;0;В°C;;0;0;15111;4447
102595;8;-69;18493345;07.04.2019;08:24;07.04.2019;07:20;1877;HCA unit;07.04.2019;11;11;6871;
102595;8;-65;15396133;01.01.2019;06:21;31.12.2018;23:59;951;HCA unit;;0;0;4565;
110598;;;;;;;;;;;;;;нет данных
10003896;;;;;;;;;;;;;;нет данных
20003896;6;-65;17003654;12.11.2018;06:45;12.11.2018;06:33;0,006;m^3;;0;0;19285;3896
20003896;6;-86;18046947;06.10.2018;09:14;31.12.2017;23:59;0;В°C;;0;0;18400;3896
110627;;;;;;;;;;;;;;нет данных
111337;8;-45;17003658;19.10.2018;12:23;19.10.2018;11:18;0;HCA unit;;0;0;2791;
111337;8;-52;17003658;09.08.2018;21:12;31.12.2016;23:59;0;HCA unit;;0;0;1096;
10004395;7;-57;18459560;23.04.2019;08:13;23.04.2019;07:51;3,417;m^3;;0;0;19459;4395
10004395;7;-85;18493356;17.01.2019;04:19;31.12.2018;23:59;0,066;m^3;;0;0;17152;4395
20004395;6;-80;18493356;23.04.2019;10:14;23.04.2019;09:52;4,091;m^3;;0;0;19461;4395
20004395;6;-81;17003654;19.10.2018;09:48;31.12.2018;23:59;0;В°C;;0;0;14998;4395
110612;;;;;;;;;;;;;;нет данных
111339;8;-52;17003658;19.10.2018;11:59;19.10.2018;10:57;0;HCA unit;;0;0;2791;
111339;8;-101;17003632;13.01.2014;19:48;31.12.2016;23:59;0;HCA unit;;0;0;1062;
10005650;7;-59;18459560;23.04.2019;09:41;23.04.2019;09:27;0,086;m^3;;0;0;9408;5650
10005650;7;-74;17003658;13.11.2018;07:15;31.12.2018;23:59;0;Wh;;0;0;5542;5650
20005650;6;-58;18459560;23.04.2019;07:41;23.04.2019;07:26;0,064;m^3;;0;0;9406;5650
20005650;6;-68;17003654;19.10.2018;09:48;31.12.2018;23:59;0;Wh;;0;0;4944;5650
110591;8;-61;18493356;23.04.2019;10:26;23.04.2019;09:33;1674;HCA unit;;0;0;7248;
110591;8;-87;18493310;15.01.2019;15:58;31.12.2018;23:59;756;HCA unit;;0;0;4901;
110592;;;;;;;;;;;;;;нет данных
110597;;;;;;;;;;;;;;нет данных
110804;8;-51;17003658;19.10.2018;11:29;19.10.2018;10:33;0;HCA unit;;0;0;2785;
110804;8;-74;17003658;09.08.2018;20:32;31.12.2016;23:59;0;HCA unit;;0;0;1090;
10006272;7;-62;18459560;23.04.2019;08:41;23.04.2019;08:38;0,089;m^3;;0;0;2035;6272
10006272;7;-61;18459560;06.02.2019;13:41;31.01.2020;23:59;0;m^3;;0;0;216;6272
20006272;6;-62;18459560;23.04.2019;06:41;23.04.2019;06:38;0,063;m^3;;0;0;2033;6272
20006272;6;-63;18459560;06.02.2019;11:41;31.12.2019;23:59;0;Wh;;0;0;214;6272
10006276;7;-46;18459560;23.04.2019;08:30;23.04.2019;08:28;0,090;m^3;;0;0;2035;6276
10006276;7;-49;18459560;06.02.2019;13:30;31.01.2020;23:59;0;m^3;;0;0;216;6276
20006276;6;-46;18459560;23.04.2019;06:30;23.04.2019;06:28;0,065;m^3;;0;0;2033;6276
20006276;6;-49;18459560;06.02.2019;07:29;31.12.2019;23:59;0;Wh;;0;0;210;6276
104382;8;-55;18459560;23.04.2019;09:48;23.04.2019;08:37;1427;HCA unit;;0;0;7335;
104382;8;-57;15396133;01.01.2019;07:45;31.12.2018;23:59;613;HCA unit;;0;0;4645;
104619;8;-59;18459560;23.04.2019;07:10;23.04.2019;06:07;1770;HCA unit;;0;0;7251;
104619;8;-63;15396133;01.01.2019;06:02;31.12.2018;23:59;782;HCA unit;;0;0;4562;
106408;8;-56;18459560;23.04.2019;09:33;23.04.2019;08:30;1524;HCA unit;;0;0;7247;
106408;8;-57;15396133;02.01.2019;04:03;31.12.2018;23:59;668;HCA unit;;0;0;4578;
110583;;;;;;;;;;;;;;нет данных
10005407;7;-75;18493345;23.04.2019;07:40;23.04.2019;07:24;0,065;m^3;;0;0;9381;5407
10005407;7;-87;17003621;12.11.2018;21:14;31.12.2018;23:59;0;Wh;;0;0;5507;5407
